productID,userid,opinion_lexicon_withoutSW_DT_IN,nltk_withoutSW_DT_IN,afinn_withoutSW_DT_IN,afinn_handling_negation,final score
6300147967,A33X3IO6O9J4WH,1,1,1,1,1
6300147967,A1LGHN8HS3W9OF,1,1,1,1,1
6300147967,A21FYXKCUBHBUN,1,1,1,1,1
6300147967,A348XHBP7VIJBH,1,1,1,1,1
6300147967,A1OENKLKBSKP7V,-1,-1,0,-1,-1
6300147967,A3CMJKVO4K57GR,-1,-1,-1,1,-1
6300147967,A18MMI1E0IC8OM,1,1,1,1,1
6300147967,A2RGVXOOOANPSM,1,1,1,1,1
6300147967,A3UXEO1NM548TH,1,1,1,0,1
6300147967,A2UYS8MBIMM2RD,1,1,1,1,1
6300147967,A5AKYC6XQQN9J,1,1,1,1,1
6300147967,A2POFUU2U3X96U,-1,1,1,1,1
6300147967,A34GZPHWYPSY2T,0,1,1,1,1
6300147967,A2TZXOQUF5LA43,1,1,1,1,1
6300147967,A3EFBFA3KJD4G9,1,-1,1,1,1
6300147967,A1M3YPX55NPZL7,0,1,1,1,1
6300147967,A3H6M8VNUONN1R,1,1,1,1,1
6300147967,A19BK539RB766A,1,1,1,1,1
6300147967,A2OKOUUTB2B2MX,1,1,1,1,1
6300147967,A1V471YRYDHUQE,1,1,1,1,1
6300147967,A2ANBZFSSIYJMS,1,1,1,1,1
6300147967,A2WZ5A5GWUMDQH,1,1,1,1,1
6300147967,A11Q4DC4YPPZGF,1,1,1,1,1
6300147967,AWRNKSYPCTCG9,1,1,1,1,1
6300147967,A388G2KSVZX24U,1,1,1,1,1
6300147967,AKUZFBPFMQBNO,1,1,1,1,1
6300147967,A2BFCI9XJMUZB9,1,1,1,1,1
6300147967,A200JE8EINRG9J,1,1,1,1,1
6300147967,A341SUXSKVWXVF,1,1,1,1,1
6300147967,A2I3D2OQ4QYWN4,1,1,1,1,1
6300147967,A3CVGBVY1AT88K,1,1,1,1,1
6300147967,A2GGOPJ0O8KL2F,1,1,1,1,1
6300147967,AC0KYZJ1PN4E2,1,1,1,1,1
6300147967,AN26CTB52ZBX5,1,1,1,1,1
B00004CQTP,A149KBE47CBLYD,1,1,1,1,1
B00004CQTP,A2YDFCVH1TRB07,1,1,1,1,1
B00004CQTP,A3BUWPLGY8AOAU,1,1,1,1,1
B00004CQTP,A383PPSVXNB0NB,1,1,1,1,1
B00004CQTP,A3JOA3HIFPVBL6,1,1,1,1,1
B00004CQTP,A8E3LKIAAQ3LX,0,1,1,1,1
B00004CQTP,A3P7N5BJQYPMPW,1,1,1,1,1
B00004CQTP,A3T3V9PQ67CMVK,1,1,1,1,1
B00004CQTP,A38AEHR2C7490V,1,1,1,1,1
B00004CQTP,A2JKY31R64UEAC,1,1,1,1,1
B00004CQTP,A3LBQ6BXXFSFXM,1,1,0,0,0
B00004CQTP,A14KCHP6FKA8LD,1,1,1,1,1
B00004CQTP,A28P81U04LF41Z,1,1,1,-1,1
B00004CQTP,A19TQ1J0ATDRSP,1,1,1,1,1
B00004CQTP,A2ERNWETXKNJS0,1,1,1,1,1
B00004CQTP,A3V1Z8DPK67EU6,1,1,1,-1,1
B00004CQTP,A2AUSALGKJJONN,1,1,1,1,1
B00004CQTP,ACZ2CLZ2WNBBD,1,1,1,1,1
B00004CQTP,A6RE8H3TA3FYN,1,1,1,1,1
B00004CQTP,A2WOOJ1W0H3TX1,0,1,1,1,1
B00004CQTP,A4W3TEZW43ZCA,1,1,1,1,1
B00004CQTP,A3N5ICF4N3D1P,1,1,1,1,1
B00004CQTP,A1Z34EL14MLYUG,0,-1,-1,-1,-1
B00004CQTP,AGVVGZ6HOI5HT,1,1,1,1,1
B00004CQTP,A2XFSZYQB9UJD2,1,1,1,1,1
B00004CQTP,A2QE8OSHVY9EJ5,-1,1,-1,1,-1
630436119X,A344VV6O4LPTCG,1,1,1,1,1
630436119X,AJDQ5EBQNDGLF,1,1,1,1,1
630436119X,AWJTN2RH6JX90,1,-1,1,1,1
630436119X,A3JP1MFDF5AWUW,1,1,1,1,1
630436119X,A32JZ9XNHMNWOO,1,1,1,-1,1
630436119X,ALW7PCAZ0QX93,1,-1,-1,-1,-1
630436119X,A385Y8KNR982TL,-1,-1,-1,-1,-1
630436119X,A33BD2XAL3ZRDX,1,1,1,1,1
630436119X,A1VZLLDNLURGJB,1,1,1,1,1
630436119X,A4MKZPGV1YFL3,1,1,1,1,1
630436119X,AWZKJ33CJOZY6,1,1,1,1,1
630436119X,A1Y5H14F3FUI1X,1,1,1,1,1
630436119X,A1FQSRS6P88639,-1,1,-1,-1,-1
630436119X,A242IFN64X6R4E,1,1,1,1,1
630436119X,A2S9UMIBRBBRUO,1,1,-1,-1,-1
630436119X,A323DFWLSPPGIT,0,1,1,1,1
630436119X,A28IOJD2GWUD5D,-1,1,-1,-1,-1
630436119X,A33QZRG4A2CKLU,-1,1,0,1,1
B001GBPZRU,A28B47KE7UJDZH,0,1,1,-1,1
B001GBPZRU,AIXB36ZXHQUEY,1,1,1,1,1
B001GBPZRU,AAMI6DR8HLVSN,0,1,1,1,1
B001GBPZRU,A10X5D8JIK3QMS,1,-1,0,0,0
B001GBPZRU,A2GY1RFRDDWFEO,1,1,1,1,1
B001GBPZRU,A12LEQ9DR63T20,1,1,1,0,1
B001GBPZRU,A3LH77PBDFEO3F,1,1,1,1,1
B001GBPZRU,A2KSQHHNJB93O,1,1,1,1,1
B001GBPZRU,A19ELFMMKB83HC,1,1,1,1,1
B001GBPZRU,AH1OH4PWR7NV6,1,1,1,1,1
B001GBPZRU,AFMEEXD78S9KI,1,1,1,1,1
B001GBPZRU,A2HTOSQIO7LKPQ,1,1,-1,1,1
B001GBPZRU,ATWHA2VIWDMFD,1,1,1,1,1
B001GBPZRU,A32FB6G2H4ULR5,1,1,1,1,1
B001GBPZRU,A3K0E9JKGAHI5T,1,-1,1,1,1
B001GBPZRU,A369XPXR47NQPZ,-1,-1,-1,1,-1
B001GBPZRU,A38GAOW7P61WV,1,1,-1,-1,-1
B001GBPZRU,A23IMHDBG60AVV,1,1,1,1,1
B001GBPZRU,A3EKQV7J4GE13R,1,1,1,1,1
B001GBPZRU,A3FEQXNCFC68KC,1,1,1,1,1
B001GBPZRU,A1KP0IVWU0RQ0A,-1,1,1,1,1
B001GBPZRU,A3I78A6XPF14HS,1,1,1,1,1
B001GBPZRU,A3VV4GUGLUVUP1,-1,-1,-1,-1,-1
B001GBPZRU,A157GIR4YJXQLH,0,1,0,1,0
B001GBPZRU,AJIP72W023RD7,-1,1,1,1,1
B001GBPZRU,A3KX3CTPV9U41R,1,1,1,1,1
B001GBPZRU,A3JJUW47D3AS9C,-1,-1,-1,-1,-1
B0050QNO2K,AUZDGSJWO74RS,1,1,1,1,1
B0050QNO2K,AFNE5TELQCZSK,0,1,1,1,1
6305508569,A21YS775CE1O3X,1,1,1,1,1
6305508569,A2ELFPQQ2FTC8R,1,-1,1,-1,-1
6305508569,AK2AQIULQDFS5,1,1,1,1,1
B000056PNI,ASY1YZ0D1KTGR,1,1,1,1,1
B000056PNI,A1U3CI169QDFUU,1,1,1,1,1
0800103688,A1T0OJYXT2B9MT,1,1,1,1,1
0800103688,A3L7XKLTP12MX9,1,1,1,1,1
0800103688,A2F96GST4QDRE1,1,1,1,-1,1
0800103688,A1YB29BIDULEYE,-1,1,1,1,1
0800103688,A2PV6GK1HV54Y9,1,1,1,1,1
0800103688,A279AU7MXJ765T,1,1,1,-1,1
0800103688,A3AB4DLKEWA7FN,0,1,1,1,1
0800103688,AQMFQN52LO6PO,0,1,1,1,1
0800103688,A33PNAQ33DGBJG,-1,-1,1,1,-1
0800103688,A15MLF38WROSWU,0,1,1,1,1
0800103688,A38UBVJEV1LLS7,0,1,1,1,1
0800103688,A13Q6DZC1WZ9K6,0,1,1,1,1
0800103688,A1CAZ14BI92EOU,1,1,1,1,1
0800103688,A1B350OHYHQTGX,-1,1,-1,1,-1
0800103688,A2B2UNJXOIH1L,1,1,1,1,1
0800103688,A1TK6R2JSC97HL,-1,1,1,1,1
0800103688,A18JZ5FSU7CXWO,1,1,1,1,1
0800103688,APYC3DKC6I0V7,1,1,1,1,1
0800103688,A10GI7HCPT27SZ,1,1,1,-1,1
0800103688,A2XWYXKPQL45SS,1,1,1,-1,1
0800103688,AXQXD1FKPVDQ1,-1,1,1,1,1
0800103688,A14JN0SRDOUS59,1,1,1,1,1
0800103688,A2BZIFJKICNJVG,0,1,1,1,1
0800103688,A3FS107ZKRPQYR,-1,-1,-1,-1,-1
0800103688,A9P9XQ7H3SYBN,0,-1,0,0,0
0800103688,ATJR9PIZKJ26Y,0,1,1,1,1
0800103688,A2DWWZ6QIWBJ8D,1,1,1,1,1
0800103688,A22H5UMEDSV8K5,0,1,1,1,1
0800103688,A1L8HRCM60W0W7,0,1,1,1,1
0800103688,A2ROFDOV4T8EGO,1,1,1,1,1
0800103688,A1LDIMQISH07WK,1,1,1,1,1
0800103688,A1W4OHE7P8UQ9K,-1,1,1,-1,-1
0800103688,A2LWYALSOIU2BB,1,1,1,1,1
0800103688,A3HTX1NOTTWERP,1,1,1,1,1
0800103688,A2I5O8AEFU1SOK,1,1,1,1,1
0800103688,A1FML9FCUPV6TI,1,1,1,1,1
0800103688,AF2ZT2LQTSXRJ,1,1,1,1,1
0800103688,AT3MFVHKU119K,1,1,1,1,1
0800103688,A2D6OJS5JY8CST,1,1,1,1,1
0800103688,AZOW89D0NXMUT,1,1,1,-1,1
0800103688,A11R16C1ZKEWOI,1,1,1,1,1
0800103688,A340MUN5D89YTC,1,1,1,1,1
0800103688,APEFM2FB9GZ9P,1,1,1,1,1
0800103688,A1R602SXNGOMJ4,1,1,1,1,1
0800103688,A1I47ILGAVPW7K,1,1,1,1,1
0800103688,A6EDKKPHMFPJZ,0,1,1,1,1
0800103688,A2C21DQ4FQARGV,1,1,1,1,1
0800103688,AAX9ZIMIYJ77W,1,1,1,1,1
0800103688,A14N5L5T089VX3,1,1,1,1,1
0800103688,A18O9Q6E4K1S8P,1,1,0,0,0
0800103688,ANCOMAI0I7LVG,1,1,1,1,1
0800103688,A3JLOIXFM75QNV,1,-1,1,1,1
0800103688,A6SQ095S221ES,1,1,1,1,1
0800103688,A11IK2JUA3Z2KX,1,1,1,1,1
0800103688,A2UX5ABICURKL5,0,1,1,1,1
0800103688,A22JYJRVBHK4OF,1,1,1,1,1
0800103688,AIRS7P0JHCTOD,1,1,1,1,1
0800103688,A3VEA7ACJUPTZ4,1,1,1,-1,1
0800103688,A14G152GBAETOQ,1,1,1,0,1
0800103688,A2R4XG0L7Z01V8,1,1,1,1,1
0800103688,ALYNGYC6F7LEX,0,1,1,1,1
0800103688,A2LP20N7QBM6EF,1,1,1,1,1
0800103688,A3LU79BYMWZEW9,-1,1,1,1,1
0800103688,A1LDIMQISH07WK,1,1,1,1,1
0800103688,A2YERZIIW4HRSB,1,1,1,1,1
0800103688,A37MH7ICH80QOX,1,1,1,1,1
0800103688,A267IXCC7UK1HY,1,1,1,1,1
0800103688,A2B3Z2QHW3V35S,1,1,1,1,1
0800103688,A2ME54VBV2EPQ5,1,1,1,1,1
0800103688,AVD0FQGZ6C0YX,1,1,1,1,1
0800103688,A1NAF9M7OCAD9O,1,1,1,1,1
0800103688,AOYTQFRLD8VLP,-1,1,1,1,1
0800103688,A78W6P5ALYXK0,1,1,1,1,1
0800103688,A3UE57S8G2G72Y,1,1,1,1,1
0800103688,AHIK7BUXFRMT8,1,1,1,1,1
0800103688,A1X054KUYG5V,1,1,1,-1,1
0800103688,A3NBL1LVUAGU2,1,1,1,1,1
B0092MDYV4,A27H9DOUGY9FOS,-1,-1,-1,-1,-1
B0092MDYV4,A3UAIEHXTUT85G,-1,1,1,-1,-1
B0092MDYV4,A26CJ1WCN0RMUA,-1,-1,-1,1,-1
B0092MDYV4,A3LZGLA88K0LA0,1,1,1,1,1
B0092MDYV4,A1XT8AJB7S9JJG,-1,-1,1,1,-1
B0092MDYV4,A37DCG2IVVHH4V,1,1,1,1,1
B0092MDYV4,AN9RC312JH57W,1,1,1,1,1
B0092MDYV4,AIXRJV8JOT7H7,-1,1,0,-1,-1
B00004CQTF,A5WHY0MAMTS2T,1,-1,-1,-1,-1
B00004CQTF,A8GRLH1ZGOPDJ,1,1,1,1,1
B00004CQTF,A1H8M4PCT4VCEV,1,1,1,1,1
B00004CQTF,A1M4027KTXCH5J,0,1,-1,-1,-1
B00004CQTF,ARIQPZSDGX7TI,1,1,1,1,1
B00004CQTF,ATMYXZNDU29YI,-1,-1,0,0,0
B00004CQTF,A146H6A41B26QT,-1,-1,-1,-1,-1
B00004CQTF,A3S8OG8Y4T807M,1,1,1,1,1
B00004CQTF,A2RK0R0PXOMKUX,0,1,1,1,1
B00004CQTF,A3DFYKA8B5LW8H,1,1,1,1,1
B00004CQTF,ARSVQBIHOLFKH,1,1,1,1,1
B00004CQTF,A2M4R8R6SU049A,1,-1,1,1,1
B00004CQTF,A2UCZSOKI9K9QB,1,1,1,1,1
B00004CQTF,A3K518FM6CJM8,1,1,1,1,1
B00004CQTF,ADS5APY1NKTL4,1,1,1,1,1
B00004CQTF,A1UJRJFVFC18HQ,-1,-1,-1,-1,-1
B00004CQTF,ANEZJYKUDNJYQ,1,1,1,1,1
B00004CQTF,A2JPJHDE3B5M3V,1,1,1,1,1
B00004CQTF,A20EEWWSFMZ1PN,1,1,1,1,1
B00004CQTF,AAPLNNDW7AD1Z,1,1,1,1,1
B00004CQTF,A3GYX68OTTM25K,1,1,1,1,1
B00004CQTF,A20EEWWSFMZ1PN,1,1,1,1,1
B00004CQTF,AG7MOALK4H5PR,1,1,1,1,1
B00004CQTF,A2UVUE2S0G8VAD,1,-1,1,1,1
B00004CQTF,A1UYNO24EXETXE,1,1,1,1,1
B00004CQTF,A2G274W2RC1AV0,1,1,1,1,1
B00004CQTF,A1ZUL48XKNLOJ0,1,1,1,1,1
B00004CQTF,A1VWEV40QIK4SD,1,1,1,1,1
B00004CQTF,A3VB2Z2JAKIBK2,1,1,1,1,1
B00004CQTF,A2J4JLSSZS1DAI,-1,-1,-1,-1,-1
B00004CQTF,A3ERUMRPFXPZO0,1,1,1,1,1
B00004CQTF,A3M6NRF2YTCYID,0,1,1,1,1
B00004CQTF,A1LP5R0TMTVMM4,1,1,1,1,1
B00004CQTF,A3N96NGD8PRGZ2,1,1,1,1,1
B00004CQTF,A3GKJ68VA8WFY2,1,-1,1,1,1
B00004CQTF,A2B21BENI1JW7C,-1,-1,-1,-1,-1
B00004CQTF,A3NQOYTQ23PNYZ,-1,-1,-1,-1,-1
B000056PNH,A13ICU25K2WR0L,1,1,1,1,1
B000056PNH,A3RKXVQ2SO9GO6,1,1,1,1,1
B000CDSS86,A3AXC959W4KJ6W,1,1,1,1,1
B000CDSS86,A2JQ7GO1BG6IDY,-1,-1,-1,1,-1
B000CDSS86,A2A4LIJUP8RQ7L,0,1,1,1,1
B000CDSS86,AYRVGS35K3F32,1,1,1,1,1
B000CDSS86,ASA25YBAQ0SHE,1,1,1,1,1
B000CDSS86,AC1GIF9O6UJL1,1,1,1,1,1
B000CDSS86,A1TA569EOBEMRO,1,1,1,1,1
B000CDSS86,A2LI09QK42NF1E,1,1,1,1,1
B000CDSS86,A2KXB5AJ0G8EWO,1,1,1,-1,1
B000CDSS86,A238AJ6OJ21CO7,0,1,-1,-1,-1
B000CDSS86,A3L9VCA591DGDQ,1,-1,1,-1,-1
B000CDSS86,A2QO1T744JZYFA,1,1,1,1,1
B000CDSS86,A36WPFB4QYPKEM,1,1,1,1,1
B000CDSS86,A1XY417YALQB6G,1,1,1,1,1
B000CDSS86,ASLQKSVDAHZ6R,1,1,1,1,1
B000CDSS86,A1FK05I1A4UO0P,1,1,1,1,1
B000CDSS86,A2W0XNVTWHJ3JC,1,1,1,1,1
B000CDSS86,AYMVKO0YP7HXA,-1,-1,1,-1,-1
B000CDSS86,A39BGN8JA7CIFX,1,1,1,1,1
B000CDSS86,A1TPWXPJ4GUXW0,1,1,1,1,1
B000CDSS86,A35SH3EDCHPMTZ,1,1,1,1,1
B000CDSS86,A1M8AYAL3L8ACP,1,1,1,1,1
B000CDSS86,A1XGFVX70SHQK8,1,1,1,1,1
B000CDSS86,AQZYCOCL9A5IK,1,1,1,1,1
B000CDSS86,A336BNQEYO0895,1,1,1,1,1
B000CDSS86,AYWRPMYSYM71,1,1,1,1,1
B000CDSS86,A10N7PUPW9MO2H,1,1,1,1,1
B000CDSS86,A3JRK240EEJ82X,1,1,1,1,1
B000CDSS86,A3I322YUWGENK6,0,1,1,-1,1
B000CDSS86,A1W6728GM34VDU,1,1,1,1,1
B0036Q2RR4,A2IL4LV0CP3Q3U,1,1,1,1,1
B0006FFRD4,A31GOMP97XPJMV,0,1,1,-1,1
B0006FFRD4,A2EIR50X0I6HHA,0,-1,-1,0,0
B0016OLXN2,A7TJ816NN0QD7,1,1,1,1,1
B0016OLXN2,A28RMH5DCSXLY6,1,1,1,1,1
B0016OLXN2,A1G8IKZJHALFI7,1,1,1,1,1
B0016OLXN2,A3FDI1M6Y8JCXC,0,1,1,1,1
B0016OLXN2,APBB297H3ZA5E,1,1,1,1,1
B0016OLXN2,A2ADXAR2TN8K1X,1,1,1,1,1
B0016OLXN2,A29N833LSNSQP6,1,1,1,1,1
B0016OLXN2,AN846HQF06E26,1,1,1,1,1
B0016OLXN2,A391OWH4EXZU07,1,1,1,1,1
B0016OLXN2,A220FJEQNGMSRN,1,1,1,1,1
B0016OLXN2,A3CO2050Q1DKQJ,1,1,1,1,1
B0016OLXN2,A32S29JRXRDMUL,1,1,1,1,1
B0016OLXN2,A3LWW1GP3JQQZC,-1,1,1,1,1
B0016OLXN2,A2P3J3P210M7QW,1,1,1,1,1
B0016OLXN2,A1KUF0EZQZLCFG,1,1,1,1,1
B0016OLXN2,A14LURM7N737JM,1,1,1,1,1
B0016OLXN2,A1ZZFHL08SAI0D,1,1,1,1,1
B0016OLXN2,AJ2H00ULKHAIY,1,1,1,1,1
B0016OLXN2,A2OFSDJB3MVQ16,1,1,1,1,1
B0016OLXN2,AK96N8J8WDDRR,1,1,1,1,1
B0016OLXN2,A4KQWXNLSJHCY,1,1,1,1,1
B0016OLXN2,A1MJZEBWEEBQ53,1,1,1,-1,1
B0016OLXN2,A371PJ9ZNAXLY4,1,1,1,1,1
B0016OLXN2,A8D9UUFMHB8F7,1,1,1,1,1
B0016OLXN2,A13VU3KET33WG6,1,1,1,1,1
B0016OLXN2,A2NJO6YE954DBH,1,-1,1,1,1
B0016OLXN2,A25QJBK33C4O0R,1,1,1,1,1
B0016OLXN2,A1YU9LBSG4QNTC,1,1,1,0,1
B0016OLXN2,A8WIXR7XNS11L,1,1,1,1,1
B0016OLXN2,A3KDDWQ6GJFT71,1,1,1,1,1
B0016OLXN2,AF9HQZPE04L9P,1,1,1,1,1
B0016OLXN2,A2BHGOXW628Q1T,1,1,1,1,1
B0016OLXN2,A78TEOZEUQ120,1,1,1,1,1
B0016OLXN2,A2H94NUO2DXGSR,1,1,1,1,1
B0016OLXN2,AFITDZEWKJKAM,1,1,1,1,1
B0016OLXN2,A3RTI6WOT1TO73,1,1,1,1,1
B0016OLXN2,A1FG91CM8221X1,1,1,1,1,1
B0016OLXN2,A3RZVEDOEO89IU,1,1,1,1,1
B0016OLXN2,A2X59KUO8Z5JUB,-1,1,1,1,1
B0016OLXN2,A3JE0340KBHIPF,1,1,1,1,1
B0016OLXN2,A3UYDJLYVS6GQX,1,1,1,1,1
B0016OLXN2,AMJ4H5QAG7TRQ,1,1,1,1,1
B0016OLXN2,A16VIPDOCCVNU7,1,1,1,1,1
B0016OLXN2,A2JSGJE2IGJU20,1,1,1,1,1
B0016OLXN2,A3QYMJF1X4HX0,1,1,1,1,1
B0016OLXN2,A1I7QGUDP043DG,1,1,1,1,1
B0016OLXN2,AOT86E19KMKOJ,1,1,1,1,1
B0016OLXN2,A1AAB87UHOWJYN,0,1,1,1,1
B0016OLXN2,AKUMMD27YK9YK,1,1,1,1,1
B0016OLXN2,A39KNTS8DTS5EF,1,1,1,1,1
B0016OLXN2,A1B35ED8A68CVI,1,1,1,1,1
B0016OLXN2,A2PCG20UZ8Y88U,1,1,1,1,1
B0016OLXN2,AQ0EO10KTRJ4V,1,1,1,1,1
B0016OLXN2,AHCIVB4LEZBEQ,1,1,1,1,1
B0016OLXN2,AUU0QRLZS60C6,1,1,1,1,1
B0016OLXN2,AD2R63HOQLNDF,1,1,1,1,1
B0016OLXN2,AYRCWY12J7MKG,1,1,1,1,1
B0016OLXN2,A1W6J2CKKJT8N3,1,1,1,1,1
B0016OLXN2,A2XE2SJPTC15FU,1,1,1,1,1
B0016OLXN2,A21JQR7GAPX81H,1,1,1,1,1
B0016OLXN2,A1KL0I7IY4O5AF,1,1,1,1,1
B0016OLXN2,A1V7XSDPJ5KYRY,1,1,1,1,1
B0016OLXN2,A19BXTXH13YG40,1,1,1,1,1
B0016OLXN2,A1YKJVVD3VCMNL,1,1,1,1,1
B0016OLXN2,A1FTL14XRRE6W7,1,1,1,1,1
B0016OLXN2,A2G7IYWUIJRAYX,1,1,1,1,1
B0016OLXN2,A3A29ZERPKC7BH,1,1,1,1,1
B0016OLXN2,A2062NF5AAGWSZ,1,1,1,-1,1
B0016OLXN2,AWBF8LIYJJ50E,0,1,1,1,1
B0016OLXN2,A2DUJJEXQP8FOJ,1,1,1,1,1
B0016OLXN2,A2W5X24WDPMGM7,0,1,1,1,1
B0016OLXN2,A3R81SOKXMO3BF,1,1,1,-1,1
B0016OLXN2,A28HQDUE9R846F,1,1,1,1,1
B0016OLXN2,A3CEQ0E2SVU8OZ,0,-1,1,-1,-1
B0016OLXN2,A3006F88TRVQKA,1,1,1,1,1
B0016OLXN2,A32LXOI4LCNFCH,1,1,1,1,1
B0016OLXN2,AIMRE5IM4JC5T,1,1,1,1,1
B0016OLXN2,A3HR64TBUW3AW4,1,1,1,1,1
B0016OLXN2,A3AHEM6WT2B46M,1,1,1,-1,1
B0016OLXN2,A20SK9BKNHPR4R,1,1,1,1,1
B0016OLXN2,A28YK7V9AJO0AI,1,1,1,1,1
B0016OLXN2,A11JGJ4BCVQGGY,1,1,1,1,1
B0016OLXN2,A2G0ONRW91WZ1U,1,1,1,1,1
B0016OLXN2,A201JM0URZGW6M,1,1,1,1,1
B0016OLXN2,A2UVQH6N8X19KF,0,-1,-1,1,-1
B0016OLXN2,A2ZQRHATBQ1NGS,1,1,1,1,1
B0016OLXN2,A1HW0FTWQTLAU,1,1,1,-1,1
B0016OLXN2,AURJZZP9MPFCB,1,1,1,1,1
B0016OLXN2,A348820ZNKKYPI,1,1,1,1,1
B0016OLXN2,A3EUD7X4Y9AIYX,1,1,1,1,1
B0016OLXN2,A1MWWJH5N5DPTV,1,1,1,1,1
B0016OLXN2,A126KX6FVI4T66,1,1,1,1,1
B0016OLXN2,A355WY8GPPZDSE,1,1,1,1,1
B0016OLXN2,AJNOMS20ZUB4J,1,1,-1,-1,-1
B0016OLXN2,A33PNAQ33DGBJG,1,1,1,1,1
B0016OLXN2,A2GRCOTS0MX206,-1,-1,-1,-1,-1
B0016OLXN2,A2WRA20YJSC6Y,-1,-1,-1,-1,-1
B0016OLXN2,A2730FHC6AJRM7,1,1,1,1,1
B0016OLXN2,A31I3HXMD5H1EL,1,1,1,-1,1
B0016OLXN2,A1B05INWIDZ74O,-1,1,1,1,1
B0016OLXN2,ABLOQZIL42W7I,1,1,1,1,1
B0016OLXN2,A1OTGBG66P6K5Y,1,1,1,1,1
B0016OLXN2,A879W035LBHRM,-1,-1,-1,1,-1
B0016OLXN2,AWIMEWL9ZF9GR,1,1,1,-1,1
B0016OLXN2,A2D9TA1EYXA9KR,1,1,1,1,1
B0016OLXN2,A39CX0EE4BZCZC,1,1,1,1,1
B0016OLXN2,A20X9H03PZP4AT,1,1,1,1,1
B0016OLXN2,A1QWZ9EKV3482F,1,1,1,1,1
B0016OLXN2,AYIPHN7Q2TBM3,1,1,1,1,1
B0016OLXN2,AVIOBHVQ6Z7IE,1,1,1,1,1
B0016OLXN2,ANJIWH3STJ10X,1,1,1,1,1
B0016OLXN2,A3KI004WF1P7HV,1,1,1,1,1
B0016OLXN2,A32AK8FOAZEPE2,1,1,1,1,1
B0016OLXN2,AF7JD0RJTH1DH,1,1,1,1,1
B0016OLXN2,A2QU97Q6TUSN6D,1,-1,0,0,0
B0016OLXN2,AO2JO5TT0SA55,1,1,1,1,1
B0016OLXN2,A3KXV8AFQ550DY,1,-1,1,-1,-1
B0016OLXN2,AQE41QO3NEUMW,1,1,1,1,1
B0016OLXN2,A1U0TH6P5JZ1YL,1,1,1,1,1
B0016OLXN2,A237RH4Q5T5PNB,1,1,1,1,1
B0016OLXN2,A3460ZAW11CMH7,1,1,1,1,1
B0016OLXN2,A2NXLMNPSZ6P0,1,1,1,1,1
B0016OLXN2,A3RZ10NLNGUUH7,1,1,1,0,1
B0016OLXN2,AY46DEOJJYFTW,1,1,1,1,1
B0016OLXN2,A1TR4P6Q0PE252,1,1,1,1,1
B0016OLXN2,A4JHEO7H330AF,1,1,1,1,1
B0016OLXN2,A3AMAT7I4OH69E,1,1,0,-1,1
B0016OLXN2,A24R9KMRCKZMLP,1,1,1,1,1
B0016OLXN2,AKA0A7GB5Q0V4,1,1,1,1,1
B0016OLXN2,A33LG5S4KMGMZN,1,1,1,1,1
B0016OLXN2,AGZVS6M8XJGN6,0,1,1,1,1
B0016OLXN2,A2AH8RM3N0V2UE,1,1,1,1,1
B0016OLXN2,A2174EBS1RPGJZ,1,1,1,1,1
B0016OLXN2,AMCYTE6DX5LWX,1,1,1,1,1
B0016OLXN2,A7YTFY77GNVXD,1,-1,1,1,1
B0016OLXN2,A1233DX0JAAY8J,1,1,1,1,1
B0016OLXN2,A27SZ6TJRH78MZ,1,1,1,1,1
B0016OLXN2,A2RZY8PATZKBE5,1,1,1,1,1
B0016OLXN2,A3GKMQFL05Z79K,1,1,1,1,1
B0016OLXN2,AXWMTQ35JH01S,1,-1,-1,-1,-1
B0016OLXN2,AYBL30P5NXNZ4,1,1,1,1,1
B0016OLXN2,A193XTXJZ0BGS0,1,1,1,1,1
B0016OLXN2,A14LAZ5I1YD6I1,1,1,1,1,1
B0016OLXN2,AJJ48GKRH5O8P,1,1,1,1,1
B0016OLXN2,A8O6KDO0OR2WR,1,1,1,1,1
B0016OLXN2,AQCU0K635E3ER,1,1,1,1,1
B0016OLXN2,AY2H8CKVHSJUJ,1,1,1,1,1
B0016OLXN2,A1WSSTZGK95DRB,1,1,1,1,1
B0016OLXN2,A3VQSFORKH8B7O,1,1,1,1,1
B0016OLXN2,A30V80CE21ZG2I,1,1,1,-1,1
B0016OLXN2,A1G8WTRZ8ES4J9,1,1,1,1,1
B0016OLXN2,AQ4OZWER3WOMF,1,1,1,1,1
B0016OLXN2,A32VH6CMW6V5OI,-1,1,1,1,1
B0016OLXN2,A1LUD6XDTF7GHS,1,1,1,1,1
B0016OLXN2,A2N6WM687SU4AG,1,1,1,1,1
B0016OLXN2,A2TFALZOSG0SA1,1,1,1,-1,1
B0016OLXN2,A1S9RM37CJD81M,1,1,1,1,1
B0016OLXN2,A3GA4EA08TOSHD,1,1,1,0,1
B0016OLXN2,A2L2GN0LZU40N3,1,1,1,1,1
B0016OLXN2,A1OMRAWLOLGE6W,1,1,1,1,1
B0016OLXN2,A2ABE35GRNJVUT,1,1,1,1,1
B0016OLXN2,A3VKY844QWXJG4,1,1,1,1,1
B0016OLXN2,AAKV1PU9O8TLX,1,1,1,1,1
B0016OLXN2,AJBVY9K7D1AZ4,1,1,1,1,1
B0016OLXN2,AGOOORW8IHO72,1,1,1,1,1
B0016OLXN2,AD8CNMZFHUN1D,-1,1,1,1,1
