id,opinion_lexicon,nltk,afinn,final_score
A1ZKAZIBRWY6WJ,1,1,1,1
A1S749MYKSGHQE,1,1,1,1
A3VPO520KEFSMO,1,1,1,1
A11YJS79DZD7D9,-1,-1,-1,-1
A28YVF72KWOJ1X,-1,1,-1,-1
A17N23WXA7EAF,-1,-1,-1,-1
A3NN4RTUN0LHBN,1,1,1,1
A1IWWRZJOXOSYP,1,1,1,1
A3F3THLLZXURQN,1,1,1,1
A3J78KAIPW6KAH,1,1,1,1
A3F3B6HY9RJI04,1,1,1,1
A2Z5WQEQDDD7W4,0,-1,1,0
A2T5SN9URKMX88,1,1,1,1
A1X15AQVSCKKRG,1,1,1,1
A5I88702K12HM,1,1,1,1
A3DI1ZY8MNEAR5,1,-1,-1,-1
AO0Y5G7CNS7GT,1,1,1,1
A2WJSWP3B02GWV,1,1,1,1
A2W73HCT8B5H8T,1,1,1,1
A1IOJE0W1NXOSE,1,-1,-1,-1
A1PB2W640Z87RJ,1,1,1,1
A1TLZXWK0K92K9,1,1,1,1
A21QIKFIGT3XRK,1,1,1,1
A2643AUL4FGYS4,1,1,1,1
A1TW9ZGRDQQZ2Y,1,1,1,1
A1S5QBRR6X1UZ0,1,1,1,1
A3J75SXN3OLMMH,1,1,1,1
A1KJTBUUDD52I5,1,1,1,1
A5H8VLE7L7SB,1,1,1,1
A22P61STPVL79E,1,1,1,1
AMLWK2BVD346O,-1,1,1,1
A2VXLLBBT7CL89,1,1,1,1
A1L5H0ZSR3TOL9,1,1,1,1
A3F18SDKBDF2WR,1,1,1,1
AGOEKVIJV9UX6,1,1,1,1
A35ZK3M8L9JUPX,1,1,1,1
A28GCEHD00JFZG,1,1,1,1
APGN8QGF0P5QR,1,1,1,1
A1GCLHX6W6OPPO,-1,-1,-1,-1
A1XXYW2OGHJQOL,1,1,1,1
A3942O4ZU2TNZO,1,1,1,1
AZWBQPQN96SS6,1,1,1,1
A3F7O98Q29Y8G,-1,1,1,1
A32B1132Y3YTGA,-1,-1,-1,-1
A1FNES0QEBJZD1,1,1,1,1
A370Z6I5GBWU44,1,1,1,1
AI45MQMDG3FLB,1,1,1,1
AV3RUX4IMNDJ8,1,1,1,1
AG5XM49AZVIYH,1,1,1,1
A12X8OWP4N74KP,1,1,1,1
A2XRMQA6PJ5ZJ8,1,1,1,1
ANS2ERV3VRXND,1,1,1,1
A2J9L2AWKTGCQD,1,1,1,1
A37ZXTO6BFLL0X,1,1,1,1
A3I110RYL8Q37F,-1,-1,-1,-1
AVTA38OJEY7E6,1,1,1,1
A3F3MVVYJTDJ2T,-1,-1,-1,-1
AOJ0ORN9VTPGE,1,1,1,1
A27DRF925AA53Q,1,1,1,1
AS7BQSB2PLV40,1,1,1,1
A33IRCG12HK9QT,1,1,1,1
A13AFOYULBGIC,0,1,1,1
A395EVWBUDTNL0,1,1,1,1
A324507DQU0XOI,-1,-1,-1,-1
A16KRCLLTHSB5F,1,1,1,1
A193V4AM5BEMGQ,1,1,1,1
A3L176F1EMHUDV,1,1,1,1
A21JNRET53MLR1,0,1,1,1
AF4H64QU3J28H,1,1,1,1
A1FPFWDC1ASYNJ,1,1,1,1
A3AF8P0GINFADV,1,1,1,1
A2RRO07OFPV06B,1,1,1,1
A2HG5MY4YOY7N2,1,1,1,1
A2HXSH7ZX7E0N1,1,1,1,1
A3MBKOUT3IO3PH,1,1,1,1
A328S9RN3U5M68,1,1,1,1
A1CRVQQQ17GRLP,1,1,1,1
AX9J0U8J6XTCY,0,1,1,1
A1LVZOK9F7K4CN,1,1,1,1
A3NZVCL9N8CLHB,1,1,1,1
A2RZVY1UHHH0EQ,-1,1,1,1
A1WU9FO8K1S72J,1,1,1,1
A1ZHU0O8T0H7SG,1,1,1,1
A33TBHM3O9AY17,1,1,1,1
A3P5V2HOR6HUVO,1,1,1,1
AKP57IAGUJ69J,1,1,1,1
A2F3HLHRHQMR6O,-1,1,1,1
A1UJ1IA1FB7KZJ,1,1,1,1
AGKPTMTR3UX1R,-1,1,1,1
A2OWV1MU4MOVXK,1,1,1,1
ANYR2K39F5B3S,1,1,1,1
AXWCDLKWEGLPE,1,1,1,1
A2UU6VWL6H18A1,-1,1,-1,-1
A2GPVOWH5WA4YY,1,1,1,1
A1ZN0I16O0TB38,-1,-1,-1,-1
A595T15OO91DC,1,1,1,1
A2XR0NROT9X7M6,1,1,-1,1
A1MQKL6JLNECGI,1,1,1,1
A2YAABMT80RLYA,1,1,1,1
A32XW50ILWOXNO,1,-1,1,1
AB9QXH5URDLER,0,1,1,1
A3KXFH8BRCHZSF,1,1,1,1
A2VP4VW7OTYGVM,1,1,1,1
A1SKRSFWO39LZ1,1,1,1,1
ANEBAA4RGSVI7,1,1,1,1
A3FNTIBMJEN2W2,-1,-1,-1,-1
A3QU3O79AGNWCY,1,1,1,1
A1AK24HIWGNHNT,1,1,1,1
AICA7XL0J5ZSM,1,1,1,1
A2IZIYYCEGOMEU,1,1,1,1
AN0Z8LQFL4BXM,1,1,1,1
A3RJ9K5JU2GM5A,1,1,1,1
AEKQQQH21YN92,1,1,1,1
A2KB65SOJ51T4C,1,1,1,1
A2SPHTIPK9IKDQ,1,1,1,1
A1I7NCQWIHY7SN,1,-1,1,1
A1SSZKYMH9R1BP,-1,-1,-1,-1
AFHKFOO046N00,1,1,1,1
A1MZ0AOI6BXCCE,1,1,1,1
A1R9GZ8FC44MF5,1,1,1,1
A3P93YQZD63NGK,1,1,1,1
A1SCD2NYTIAQTY,1,1,1,1
A225GQXYLH61V9,1,1,1,1
AEEPHI4LT2OBN,1,1,1,1
A2NZCH50DAO5DA,1,1,1,1
A36YU8FX2976W4,1,1,1,1
A19QIBFRAZNAIK,1,1,1,1
AUEHG0DB54B7K,1,1,1,1
A3BA5ISHG5AHF2,1,1,1,1
A2O8NWM7V0B6BQ,-1,1,-1,-1
A2W74MFIM2UO3T,0,1,1,1
AZJRWJ1QWB71K,1,1,1,1
A2EIEXQVCPXZNG,0,-1,-1,-1
A16CZRQL23NOIW,-1,1,1,1
A1YHQ1JWEJK6BI,1,1,1,1
A3W1JJGJHRPH4Y,1,1,1,1
A1BHCE2409B5QF,1,1,1,1
A3HHV1TH8P9J14,1,1,1,1
A17FLA8HQOFVIG,1,1,1,1
AGEI7S0BMD4A4,1,1,1,1
A25V7MPGZ542BX,1,1,1,1
A8QD52JMYBPRA,1,1,1,1
A38G64S5VMRI1P,1,1,1,1
AJKWF4W7QD4NS,1,1,1,1
A1R8AO9XASQ15C,1,1,1,1
AD5505PRB0IDO,1,1,1,1
A3TRXCPCNO9VX0,1,1,1,1
A3PJXZOYC8026Z,1,1,1,1
A1COW0UIB5HA9J,1,1,1,1
A13IKSGDYNBNQS,1,1,1,1
AL618JIMLFU7E,1,1,1,1
A1QP5VCWEL1LHD,-1,-1,-1,-1
A3LXKO2S6G2DBI,1,1,-1,1
AQ0KB7RO4J9BS,-1,-1,-1,-1
ALG7QH2L5JL2L,0,1,1,1
A27CHILBK6HIL2,1,1,1,1
A2NBOL825B93OM,1,1,1,1
A3V6NSNN30G3F8,-1,-1,1,-1
A2LMMZTCPUTUXF,1,1,1,1
A3LLB7X6R4CUKP,0,-1,-1,-1
A20ZFWGBY4REFX,1,1,1,1
AVLDQY3JWB6HU,0,-1,1,0
A2WXM6ZZYAIY1S,-1,1,-1,-1
A16X61RLY1YJL7,1,1,1,1
A3Q5AREMT69TDP,-1,1,1,1
A3J3AKELO8I207,-1,1,-1,-1
A1XNXHTPQRACRO,-1,1,1,1
A3UDYY6L2NH3JS,-1,-1,-1,-1
AYAJY6D9BF1EA,1,-1,-1,-1
A229PAZ0GQ4DKI,1,1,1,1
A13TO1ZFAH9SVN,1,1,1,1
A3VQSFORKH8B7O,1,1,1,1
A13DQTXG02HZC1,1,1,1,1
AC7H0GG8LX2IE,1,1,1,1
A29CWGLEAS9AUN,1,1,1,1
A38AYXWZTOHP7Y,1,1,1,1
A1ZTSOBAPOWT3,1,1,1,1
A34SACCQ7VOV6L,1,-1,1,1
A3SQ5LI1Y8SK6J,1,1,1,1
A1J5KBNDOFJGHQ,1,1,1,1
A30GYS7KC32B2C,1,1,1,1
AOXL514GEE4AA,1,1,1,1
A38AWZA8FWOU9P,1,1,1,1
A1PL8JA0TEHBVN,1,1,1,1
AOEGEE8GX9V09,1,1,1,1
A37Q64MQTQIGGB,1,1,1,1
A2M597GCCE1N2S,1,1,-1,1
ABUEUI62QAK7F,1,1,1,1
A1HO9J4DCQDGP9,-1,-1,-1,-1
A32TI955X5DT1P,0,1,1,1
A3DGB4HN3QCGAL,0,-1,-1,-1
A2FZNJ0M4B3IUT,-1,-1,-1,-1
A2YRDIRL316QJL,1,1,1,1
A3M06TE1J42O3T,1,-1,-1,-1
A1RDBBUILSBT6Y,1,1,1,1
AE6SDT5GPOHJQ,1,1,1,1
A16DI2LBATB4K4,1,1,0,1
A1TMD8DH6I88Z0,1,1,1,1
A3AXC959W4KJ6W,1,1,1,1
A15Q7ABIU9O9YZ,1,1,1,1
A23RQOODUIBCNY,1,1,1,1
AESY8NCX6VS6O,1,1,1,1
A1ZO30Z16MQ7Y7,1,1,1,1
AUUTPGGFQOMMQ,1,1,1,1
A6ADO7B6FUVN,1,1,1,1
A2MEFO2UAKCNMN,1,1,1,1
A16FUU8WW76QFY,1,1,1,1
A3H6ILRU4OBLD5,1,1,1,1
A1YF982Z88Z8A1,0,-1,1,0
A3DJHAPJBWCKI1,1,-1,-1,-1
A18FJ1NFAEVVYW,1,1,1,1
A81B9YINYWM6R,1,1,1,1
A2WXUPNNFACI3R,1,1,1,1
A3BT61GN5OHZM1,1,1,1,1
A3NJ6TTNOIOP5I,1,1,1,1
A2OFSDJB3MVQ16,1,1,1,1
A2AYY80Y1WGYOH,1,1,1,1
A3R8PXSFGY9MC2,1,1,1,1
A2QACF110GJL1S,1,1,1,1
A1HNBS6ICM87LS,1,1,1,1
AMNNPDX9MFEUD,-1,-1,-1,-1
ALAK15HBJPL2D,1,1,1,1
A1PVFEBGYGMHNI,1,1,1,1
ASDP39VYB1AVX,1,1,1,1
A1W702WG1LC6R3,1,1,1,1
A3GP2JAAGTNJQ9,0,1,1,1
A1PKG8QO4K5CXT,1,1,1,1
A1PH5NMRGVDG8S,1,1,1,1
A28C64PAQRZ0KS,1,1,1,1
ALBBQ185G7AQT,1,1,1,1
A1XKU63341EJUR,-1,-1,-1,-1
A2QR0SHC8YV978,1,1,1,1
A3N8RZSXKN1OR2,-1,-1,-1,-1
A2F9I9XBMJGECI,1,1,1,1
A22MRV0DXND5GZ,1,1,1,1
A3B02O8GH0DJ1Z,0,1,1,1
A3LBZV21PM3T9G,1,1,1,1
A35SHLL06N0OC8,1,1,1,1
A1B05INWIDZ74O,1,1,1,1
A2EWC48FRNO3YP,-1,1,1,1
A10UVC4IRS4C6E,1,1,1,1
AKZ8GM8LRERR8,1,1,1,1
A2XZ6THWPDKC0L,1,1,1,1
A2GD66UAY3C0FL,1,1,1,1
A2B8GXSCB1R05T,1,1,1,1
AQOQ54S7NMGFT,-1,1,1,1
A2JSM85OOAVJVT,1,1,1,1
A1ZE9PYUFHCMMI,1,1,1,1
A90NZ55D4R2XZ,1,1,1,1
A1V3PCKVCJ3TTZ,1,1,1,1
A355TYEFPT52BB,1,1,1,1
A2MFNDNS1L7D16,0,-1,-1,-1
AIC7J32QZY2KF,1,1,1,1
ASJ8LQ4NBW66Z,1,1,1,1
A3NLET9LHJP5ZC,0,-1,-1,-1
A2FNDIXGUT5WP8,1,1,1,1
A3NMFSUKNDSL8T,1,1,1,1
A1UXKC7693RHW4,1,1,1,1
A2HLLJ5X3CFL2W,1,1,1,1
A1N2K2CTD29G5D,0,1,1,1
A5KLP39OKXD5P,1,1,1,1
A353K290TID2TU,1,1,1,1
A3A2UYHN1IK505,1,1,1,1
AO01UYUVPLEIM,0,1,1,1
A2NY83RZ5NGV0L,1,1,1,1
A1250POFZL8U1B,1,1,1,1
A1O7P4136B9L2Z,1,1,1,1
A51TCJEY07LQO,1,1,1,1
A3V7YTGHAV0I6V,0,1,1,1
AJMU8VVFKMZI4,0,1,1,1
A2XAN67T4NZKAH,1,1,1,1
A21U3YQLLKNF3B,1,1,1,1
A21G1HKUQPHFKI,1,1,1,1
A8NKH9MUKK5QN,1,1,1,1
A1PILMASEE483C,1,1,1,1
A18T13XS89ZCEI,1,1,1,1
A3KL7NXOAGKD3U,1,1,1,1
A3PAMMMH9F56K9,-1,1,-1,-1
A30KB9R7J85833,1,1,1,1
A1R2URG8OHNEDS,1,1,1,1
A2C3P8CQLC3GV,0,-1,-1,-1
ADTOSMJOVM9KX,1,1,1,1
A35J4XGRWXVZ00,1,-1,-1,-1
A3A8RG4SI0A3OX,1,1,1,1
AP8XQ5FVO7QB3,1,1,1,1
A3P5FR1WPCWI7K,-1,1,-1,-1
A2TZKXU6Q0EDNP,1,1,1,1
A1D2C0WDCSHUWZ,-1,1,1,1
ARA48345JZPZR,-1,1,-1,-1
A32XLXJIT5YCJ5,1,1,1,1
A3LH77PBDFEO3F,1,1,1,1
ABBQUM3P1K2HT,0,1,1,1
AL9BZK1QPVA1D,1,-1,1,1
AC06F0LPHI1TW,1,1,1,1
A27MOT4ZIUAKIW,-1,1,1,1
A3BO21YK08SSV8,1,1,1,1
A2CN3U4JCMSMA,0,1,1,1
ALLFSWHJXW4LD,1,1,1,1
A31VRNV75GSXNR,1,1,1,1
A30OZ7YUEP9SDJ,1,1,1,1
A2DSXA1E02C86D,1,1,1,1
A3GHLHL1KNBYUP,0,1,1,1
A26O0ODDKCLTJA,1,1,1,1
A2X0JRG26MVCRS,0,1,1,1
A1B01Z2US27751,1,1,1,1
A2Y6TLLOLDWK5F,1,1,1,1
AWXM455BNL2RM,1,-1,-1,-1
A7Q2DHFS0ZJY5,1,1,1,1
A1ZQI4P54MNX01,1,1,1,1
A1HSZD4WB70WT7,1,1,1,1
A32K4BV5DFG3KP,-1,-1,-1,-1
A1FR68QH6Z4YZM,1,1,1,1
A37R21F51JT4UF,1,1,1,1
A301FDEU1KDY7R,1,1,1,1
A1PV7LMABA0D62,1,1,1,1
A1W3UJXKVPPBFT,1,1,1,1
A1QXAS28S4IHAP,1,-1,-1,-1
A1VCLTAGM5RLND,-1,-1,0,-1
A3NKXPFYMTV06B,1,1,1,1
A1N0LCPR7O7OLL,-1,1,1,1
A2WBVYWDIITDDB,1,1,1,1
A2UL0A8GJB4318,1,1,1,1
AOBKVZWEIHLR6,1,1,1,1
A3SKGQSU29ZV80,-1,-1,1,-1
A11IKZMXWDI763,1,1,1,1
A2UZLIH3BSGJ3N,1,1,1,1
A32UVORM7873FP,1,1,1,1
AEYJGHIDOO6GE,1,1,1,1
A1EGDRTJYF3AZK,1,1,1,1
A3U02XWSCEESPP,0,1,1,1
ATQTE464YAZM1,-1,1,1,1
A3KML4F2KRUWWT,-1,1,1,1
A1I9B4PSCDDWOO,1,1,1,1
A2DR7U70CTSZ3S,1,1,1,1
AF0IK3FM26A3Y,1,1,1,1
A2IRCJKADKTBIG,1,1,1,1
A2KD62P971YDYL,1,1,1,1
A2B9WOSXCU7LDM,1,1,-1,1
A3O536E2YOKK4Y,1,1,1,1
A3AO7RWYOAHMW4,1,1,1,1
A3E5OY3YLZMOA9,-1,-1,-1,-1
A2JFXKPCSBXUK0,1,1,1,1
A3ATE2WE8PLSM7,1,1,1,1
A363D6LSDTYJDT,0,-1,-1,-1
A1WVEHODRT07LO,1,1,1,1
A1QQPIUXWD4G0Z,1,1,1,1
A1JAJGQN61P941,1,1,1,1
A1IRC4VBTL6B6J,-1,1,0,0
A1XXT7D7DR4821,1,1,1,1
A3T767O02CHFN1,-1,-1,0,-1
A1OTGBG66P6K5Y,1,1,1,1
A311KU5327D5VJ,-1,1,-1,-1
A3A48XEYWLWH7T,1,1,1,1
A6YJ36CHMDHWA,1,1,1,1
A2WELXI7RO4R2D,1,1,1,1
A2YE5FAB8BHR82,0,-1,-1,-1
A15M8JPYPUF2CC,1,1,1,1
A2UJLB22Y1NE69,1,1,1,1
A9V559CCR2LQS,1,1,1,1
A1041HQGJDKFG5,1,1,1,1
A1MU8EKKT3NGDM,1,1,1,1
A2198O25QYUPXE,1,1,1,1
AXWM3MVSHS1C4,0,1,1,1
A12E0VBOOXB2C9,1,1,1,1
A15YPJLKLZS0MK,1,1,1,1
A3RYM81KSJD95I,1,1,1,1
A3KASG7KG8VT7B,1,1,1,1
A11HMB8Z48EV76,1,1,1,1
A2012SO1P9YHB9,1,1,1,1
A1TT08TTR5HMUV,1,1,1,1
A2TQW5QAGK5M6G,0,1,1,1
A4JP4T1F95D0A,1,1,1,1
A11EUXRL9HXW6R,1,1,1,1
A157HLB7Z0JT1K,1,1,1,1
A3OXJB66H8LU8C,1,1,1,1
A2T7TZBOTP68C7,0,1,1,1
A258MSMKY2710V,1,1,1,1
A1IBZ78E075W4S,1,1,1,1
A1S0RU3DSFDNGF,1,1,1,1
A7GSGC0G8R6PW,1,1,1,1
AQDQVC3SBCOA3,0,-1,0,0
A3TEH90X39WC8F,1,1,1,1
AP6FB28W66LW,1,1,1,1
A1YQ6QB2127AJ4,1,1,1,1
A3MJMDJ8N9S8Q8,1,-1,1,1
A2I0D4U84MC6F6,0,1,1,1
AHK6FJP078EXJ,1,-1,1,1
A2G0WJZ9Q7YU0Y,1,1,1,1
A3LZBOBV9H1HDV,1,1,1,1
A1TW9ZGRDQQZ2Y,1,1,1,1
A2YTUSSQKJIZPK,1,1,1,1
A3VLX5Z090RQ0V,1,1,1,1
A14S02470X8F99,1,-1,-1,-1
A2UN5UY8Q6YMOF,1,1,1,1
AM9YB0BKXFH7Z,1,1,1,1
A2UEZPYO0DFDRZ,1,1,1,1
A8NQZ1E3IX7GM,1,1,1,1
A2DGSWAKU0VB4P,1,1,1,1
A3C6ZCBUNXUT7V,1,1,1,1
A2PAAFJ0G4LAON,1,1,1,1
A3DWUM6SN3N3NR,1,1,1,1
A23L4766E72H9P,1,1,1,1
A1IMNNBC4ME0NB,1,1,1,1
A3DTUMLBZCG47D,1,1,1,1
AVSM66QEIPWUK,1,1,1,1
A371J1XULN9E9W,1,1,1,1
A10FBJXMQPI0LL,1,1,1,1
A12SX8D30RZ6QF,-1,1,1,1
AUSRSQVVRDRNB,1,1,1,1
A348M9NOIZHZVI,1,1,1,1
A37PI59HR5UNED,0,1,1,1
A1PRA4LYHN6FGG,1,1,1,1
AH076VKQBCWZO,0,1,1,1
A3L5965NY9SJAX,1,1,-1,1
A1J0D7V1DKE80W,1,1,1,1
AGI3VJ0I04QO7,-1,1,1,1
A2TW0TQ3UPMNT4,1,1,1,1
APW72P4COWTBK,1,1,1,1
A3BIFXBEOT5AEV,-1,-1,-1,-1
A1O8CMSX57V7AZ,0,1,1,1
A2AN988COWP49T,1,-1,-1,-1
A2AVTA78R7ADHR,1,1,1,1
A146H6A41B26QT,1,1,1,1
A1GQ7AFCN7OZMK,1,1,1,1
A8GP5U9H4PNOC,0,-1,-1,-1
ANM2SCEUL3WL1,1,-1,1,1
A2728RXXWUV6XW,1,1,1,1
A1WW0DN8XN49GQ,1,1,1,1
A25091ADX4BHFH,1,-1,1,1
AHPXFX7AX4B00,1,1,1,1
APHSU7QU49TQK,0,-1,0,0
A3SGKE6KL5QF2Z,1,1,1,1
AWHE14GK9BD72,1,1,1,1
A3F2JUHM6C9RZ9,-1,1,0,0
A2PXHFGJZBNLXB,1,1,1,1
AUTBHG6070SL4,1,1,1,1
A151EKNEJ2C6DM,1,1,1,1
A3GA09FYFKL4EY,1,1,1,1
A343PMUDB6G03J,-1,-1,-1,-1
A3OIZEXS8CGBOD,-1,1,1,1
A2YUU8P5BZQ0GQ,-1,-1,1,-1
A14LV2SJSR3102,1,-1,-1,-1
AVC8ZAFPYOHZL,1,1,1,1
A268WAQS5WNMGJ,-1,1,-1,-1
A1H2RT46AOYW43,-1,-1,-1,-1
A2XHAD0NGDTR47,1,1,1,1
A2CKLNEOJODPZZ,1,1,1,1
A1PL4XEG9TH8ZI,-1,-1,-1,-1
APIW11UEPKIC2,1,1,1,1
A2PI8L1O1JW2LB,-1,-1,-1,-1
A3I66G7KVKB8RQ,0,1,1,1
A3PPXYFDGE74G6,1,1,0,1
A3ERJYERSVJ8OJ,1,1,1,1
AOVJYIUATQKR5,1,1,1,1
A1NER9O8JZNBCI,-1,-1,-1,-1
A29GZIJGVLFRXU,1,1,1,1
A9LAPV8XNKZVZ,-1,1,1,1
A2D78LKB9ML94V,1,1,1,1
A23DTJ2R8R8GFU,-1,-1,0,-1
A1ND6U2MAQQMZA,1,1,1,1
A1CPJXP2BWLAJE,-1,-1,-1,-1
A3A1H0SOA6JE91,1,1,1,1
A2GHYQMOYPHM03,1,1,1,1
A2RACDKILUNXR7,1,1,1,1
A1JN0XW2EH4JQY,1,-1,-1,-1
A1I3AUXP1DY5GI,1,1,1,1
A3RCMBI95CYIAN,-1,-1,-1,-1
AR15V2ULA2EYM,-1,-1,0,-1
A771IIG4K1DG,-1,-1,-1,-1
A39WM5BQ54J8XY,1,1,1,1
A143005PM9G2K7,-1,-1,-1,-1
A3HA0A92FVYHOF,-1,-1,-1,-1
A2VUVWXLL8JYOK,-1,-1,1,-1
AB82TJ90A0O6Z,1,1,1,1
A31ZQRCMWPFAFB,1,1,1,1
A5JLAU2ARJ0BO,-1,-1,-1,-1
A2FTHCGH06O4Y5,1,1,-1,1
A3OIZEXS8CGBOD,0,-1,1,0
A1Y6ZNVM9Y7NQ3,0,1,1,1
A3JADS9AZXTBAG,-1,-1,1,-1
A19Z0LSQR259ME,1,1,1,1
A2WM6ATL0DURIT,1,-1,1,1
A3OIZEXS8CGBOD,-1,1,1,1
A2Z0A3DOG0EVTY,1,1,1,1
A19ZXK9HHVRV1X,1,1,-1,1
ABSX5TGEGRH76,1,1,1,1
A3ENIIHSZ9IPB2,1,-1,-1,-1
A3UP55KG42GB57,0,1,-1,0
A3GKRHLGJKLJYN,1,1,1,1
A3CDJ2DVD5MZ3C,-1,1,0,0
ATY7AAR8EGDE8,1,1,1,1
AJGRS32N1UPNG,1,1,1,1
A1N7PKJ1LHGVYJ,1,1,1,1
AK8M29MMMB62Z,-1,-1,-1,-1
A1RFFLNUCSBW2S,1,1,1,1
AIFNOZKR9WTYI,-1,1,-1,-1
A34BUNJ5VEIOVJ,1,1,1,1
A2PVH3N1SVP0VC,-1,-1,-1,-1
AJGRS32N1UPNG,1,1,1,1
AUJNEJFYX30HT,1,1,1,1
A1G5LJ8T1IGYC5,0,1,1,1
A1VOM2ADN84MZW,1,1,1,1
A2BWD9E6885FUO,-1,-1,-1,-1
A5DW9BUDKM3MX,-1,-1,-1,-1
ALN0TTRTLHA4E,-1,-1,-1,-1
A3JHCPSSW3P9BT,-1,-1,-1,-1
AWU5QOJ7Y3Q9Z,0,1,1,1
A3EETR6Z73XQXE,-1,-1,-1,-1
AEVNUEDRGTC4P,-1,-1,-1,-1
A1VVCBOF6UI53C,-1,-1,-1,-1
A1KQ9ZLBLZFBDH,-1,1,-1,-1
AUSRSQVVRDRNB,1,1,1,1
A171WA0E3DIXXM,1,1,0,1
A3C2LHGUP8G0TF,1,1,-1,1
A3OIZEXS8CGBOD,-1,1,1,1
A2VJZ4EAMWHOM0,0,-1,1,0
A1HHBA88Y842XR,-1,-1,-1,-1
A29KTXV65RDB5G,-1,-1,-1,-1
A2A5IOAP5QCK5P,1,1,1,1
A1G46TMY48YFSR,1,1,1,1
A3EN73YI5J9A59,1,1,1,1
A2MS6UV7ZGTMLR,1,1,1,1
A1NIEIENEWXCCQ,1,1,1,1
A1TKM36EYEQNSM,1,-1,-1,-1
A92XVSV8LADWZ,0,1,1,1
A27RJ30RN5K9MX,1,1,1,1
A1JH5J1KQAUBMP,1,1,1,1
A1631PDU0WGN4W,1,1,1,1
A3J9IMRCYVF7NS,1,1,1,1
APOGXH3A74CM3,1,1,1,1
AT7W1EXT0PF2Y,1,1,1,1
A3BRSTTSIVF4ZM,1,1,1,1
A3ADUOVTY3TIRU,-1,1,1,1
A3895HLP8JLHA6,1,1,1,1
A2EDZH51XHFA9B,-1,-1,-1,-1
A1ST7J8IFUGLC9,0,1,1,1
AHF97M45JFCB,0,-1,-1,-1
AOXX0U2T2BGYM,-1,1,1,1
A2KHKJDDV7MW5R,1,1,1,1
A2STSWXXID216E,1,1,1,1
A1FOLVC0BVXOB7,0,1,1,1
AFXTKAO0CB354,0,1,1,1
A1A5SGSGIHVE34,-1,1,1,1
A3U7NO0G7JZ7GQ,1,-1,-1,-1
ACM2487CXB9KS,0,1,1,1
A3QO324Z4CUNNO,1,1,1,1
A2ME89MSWVG9NF,1,1,1,1
APYWZNEO6CI2P,1,1,1,1
A1GGOC9PVDXW7Z,1,1,1,1
A1721ZDUCRYL6C,0,1,1,1
A3EX8ZFNVDHGPM,1,1,1,1
A24PRG8MZAS4CP,1,1,1,1
A1ODRO93KC78UW,1,1,1,1
A2C2SZ9RD1RGY4,0,1,1,1
A3Q89MR4M56LOS,1,1,1,1
A24DS9QM4BMKUS,1,1,1,1
A3OSXG8BXIPAWS,1,1,1,1
A398FSYYCHS8O2,1,1,1,1
A3PB934FJFZLNR,0,1,1,1
A273J78OJYNSBN,1,1,1,1
A3SV3W434LP3DJ,0,1,1,1
A422TIGQH6GJ5,-1,1,1,1
A3FU2A91KSXOHZ,1,1,1,1
ADMRUFWI3JVQB,1,1,1,1
AYU137F25RWZY,1,1,1,1
A1IFJ23Y64JYM9,1,1,1,1
A3PV5U4EXE1FCS,1,1,1,1
A1NDOQNA06X8N8,1,1,1,1
A2DVJCXF906P72,1,1,1,1
A28UFJF5K9DESN,1,-1,1,1
A60I5RDJ2NPL,1,1,1,1
A1DURK17MGKBEB,1,1,1,1
A1CLHLW9PFKG9Q,-1,-1,1,-1
A1PIPSCW42JR6U,0,1,1,1
A149J6BIRGFB95,1,1,1,1
A3PZ6YWL0FIW9W,1,1,1,1
AFLQGO7CJVK50,1,1,1,1
A21BGK1FGLEOV6,1,1,1,1
A2SW2A3PE5RUQE,1,1,1,1
AVS15FQE1RSKZ,1,1,1,1
A1M7JOWJAW8O47,1,1,1,1
AHBCVMLD0Q86R,1,1,1,1
A3LPA9D5IOQ1XY,1,1,1,1
A15FOTE3SQV16R,-1,1,1,1
ASGJ99W6T21Y8,1,1,1,1
A23B3ILWQXCFUP,0,1,1,1
AD5AVW363O19G,1,1,1,1
A3KKM0T1KY42HA,1,1,1,1
A356RFKNIG043B,1,1,1,1
AMPLQI07U5PBJ,1,1,1,1
A35ZK3M8L9JUPX,1,1,1,1
A130BME1L9T5Z2,1,1,1,1
A3J5FXUFR3OWVK,-1,-1,1,-1
ASJ54MITON1NO,1,-1,1,1
A2V8TXWEV92R94,1,1,1,1
A16ZCVDIFWONW,-1,1,1,1
A1OYNQNK3ZM5QB,-1,-1,-1,-1
A2N7N3OPJSAJJD,1,1,1,1
ATFWRRH0XF29Q,-1,-1,-1,-1
A1NLO4JVLEGGRJ,1,1,1,1
ANO4PGAI917Y5,1,1,1,1
A3W1J86UZ0A7O1,-1,-1,-1,-1
A2G0KS2DQPFI9U,1,-1,1,1
A2ICW5OUWX2A2V,0,1,1,1
A2CML5TNYS3EME,1,1,1,1
AE088LDJ5RB9M,-1,1,1,1
A3N6GAJTEOF4MO,-1,1,1,1
A2BX8DDQGCCG2J,1,1,-1,1
A12G4VIVXEQCIU,1,-1,-1,-1
AFNCXMCX7VZWH,0,1,1,1
A19DDULX2H5LLJ,-1,1,0,0
A1F1RHNLDRD833,1,1,1,1
A1WJ31ZY34YG13,1,1,1,1
AONF8LXOM5DN2,1,1,1,1
A3TA1UJWRJF9NC,1,1,1,1
ATICC0RQ9R76D,1,1,1,1
